# Vcm	mVoff	Vcmerr	mVoerr
31.44	0.05	0.005	0.2	
31.38	0.4	0.005	0.2	
31.34	0.9	0.005	0.2	
31.30	1.2	0.005	0.2	
31.24	1.45	0.005	0.2	
30.97	1.5	0.005	0.2	
# 31.32	1.5	0.005	0.2	
30.66	1.6	0.005	0.2	
29.31	1.7	0.005	0.2	
29.31	1.7	0.005	0.2	
28.61	1.8	0.005	0.2	
25.45	2.0	0.005	0.2	
10.52	3.0	0.005	0.2	
0.00	3.9	0.005	0.2	

